id,breed,split
03ae71ff9e4c5ac97afdfa956ea5e191,borzoi,train
03b0e7ace52c10dc4878f60307cdebe3,saint_bernard,train
03b7320cf8054e57b499e01d1cde0644,walker_hound,train
03b9ab173e5862580909fee10f0ea46d,miniature_pinscher,train
03bc1c631e57ba87c85b98efd0912c00,bedlington_terrier,train
03bda5c85206a273eb978c7b9483df5f,eskimo_dog,train
03c1557464297ffffc8da977c4db7e68,standard_schnauzer,train
03c81a2e78dc915bc515fcb8aafd2f6f,cairn,validation
03ca2c79345f4c27232ed5b0dc2821c2,otterhound,train
03cae0a6700c5cc4900e576034361e7a,groenendael,train
03da788cc7e5c111575daf04e7e3910c,toy_poodle,train
03dc61595ad9dbf49e3998cf586ca8cb,scottish_deerhound,validation
03dd99e068f1f2283011cc305f5aaa9f,irish_wolfhound,train
03ddfa6f292b49e14ed6be5c58246701,malamute,train
03dfefdb2939388f7ca9578cb7c4a2b9,maltese_dog,test
03e1d2ee5fd90aef036c90a9e7f81177,bernese_mountain_dog,train
03eb844e1d5aa5addaab20298b1b70c3,greater_swiss_mountain_dog,train
03edf850d74d43b2587991ecb673fb33,scotch_terrier,validation
03f2301867ca4d744773c4c06aa61d3c,borzoi,train
03f2f64aebc483ef8e5e17aba7311aa6,brabancon_griffon,train
03f5b638b8f1c83d3097786e40992ff9,toy_terrier,test
03f6435dc8a5e760d19e67831c6034fb,chow,train
040fef64640b89c53f161b6c5215b78b,affenpinscher,validation
041a54577da744348d4da8094e882cd9,flat-coated_retriever,train
041b3b8a40b587a486276ac15edd9eaf,samoyed,train
041d0d6a8d110b35a3795dd5c68f9a36,american_staffordshire_terrier,train
04254919cc15c6867cccfd738a926999,walker_hound,validation
0428e1ae313156ec06dc42096cf1372c,norwegian_elkhound,train
042e83e82315bada78f2681d030b0d28,bull_mastiff,train
042ecd9a978c2ee48d17f7f781621ac9,collie,train
0434ddceef3eea9c757c8e9557a2d698,english_setter,train
0440acb104d7346ccc9bba0716603f6a,norwich_terrier,test
0440e760e55c4d6bed536fbc0273801a,soft-coated_wheaten_terrier,train
044644ffbec4b6d402eb824532478811,african_hunting_dog,validation
044d904b00ce11cec6e493226c39a4e2,staffordshire_bullterrier,train
044efbf8ab3e7195b8ea3c92ef0d48df,black-and-tan_coonhound,validation
044f7e60953230fa45e4367073d96693,clumber,test
0450c3899b7ca7cac31406a52c7bc74e,soft-coated_wheaten_terrier,train
0457342c36e7e7d103fa4b286a1d62f8,english_foxhound,train
045d421a681a7da04ff668992a8b4c3e,gordon_setter,train
045ea2f41120606e2c5ae1315cebfb46,siberian_husky,train
046b28d8ac6f7beb3f63159ecaf4cbb6,papillon,train
046d8f04a5a42872774110c6a2db1224,doberman,train
047d9a7dc7205c76e5487d6fc5f4a666,ibizan_hound,train
0484a6cc686a07e1edacd0fb44b1d965,affenpinscher,train
0486732311e9d60e8712f1dc33c4ebe0,bloodhound,train
0490b67cb414d527d6c21052b1e3b5dd,welsh_springer_spaniel,train
0496d4170e295688e8d6929b239dd4fb,border_terrier,train
049a406bfac63012d757167c084ced1b,siberian_husky,train
04a191172e090876d3f180fc318038f0,malinois,train
04a3f5dc6d985601f354ab4434645d83,greater_swiss_mountain_dog,train
04b5834c3a969c6308ce157c547bb313,basenji,train
04be608c9c005d9aa0224fe08554e4be,siberian_husky,train
04c3bdfec0c7f082c7e697c26be9e020,bloodhound,train
04cce0cd53c6f01d242a49e43de513a1,clumber,validation
04d2dc1f2804c748b1aa71954bb45d38,newfoundland,validation
04d3a777baa532f7558a860393c4537f,newfoundland,train
04d4918090b0c2a7b965ff58f13b2ecf,cardigan,train
04d50b0dce8b8ee9544d9602df85f722,bluetick,train
04d5d382a8a02d68859850dc282d3ac4,doberman,train
04d6fe2d5ad29be79083e5c9cf3d9b0d,welsh_springer_spaniel,train
04dea47b883acca9bd57c7ea2930524f,old_english_sheepdog,test
04e370c8510638ca969a716822444085,komondor,train
04e3bb77c15c18fc1ac101d86d612f46,miniature_pinscher,train
04ea8788cfa17d01c87ea4cdaa0a330d,briard,validation
04f59d1b6887cf10e6fd897514623cf3,chesapeake_bay_retriever,train
04f69d645182d799dbb54862c19c0f38,groenendael,test
04f9e2da4b6f5adb9b9d62eba66ba991,airedale,train
04fab70baaf7cd53f8bf78225dbf5409,walker_hound,train
04fb4d719e9fe2b6ffe32d9ae7be8a22,bernese_mountain_dog,train
050073020e80e4935b53df8d786c8612,dandie_dinmont,test
050c59e2063923106443e9fd81683088,chesapeake_bay_retriever,test
0512c1a59449a9c8c83c95722028ac90,basset,train
05134ea3341a1f4f460168e68ec5765d,bernese_mountain_dog,train
0518691772e78ac6805bf006993665a4,rhodesian_ridgeback,train
052675b01ae0a4b62e090923d131f4ff,black-and-tan_coonhound,train
053106ed091eac5e129225315ef6cfcb,maltese_dog,train
0543510e763cbf8fc771a097ffda9984,bedlington_terrier,validation
054f069e01a809b23a9da31dd8f4841e,chesapeake_bay_retriever,train
055429c6fb404af27ac52a08216e6cda,shih-tzu,train
055cfac66e5d67756ab05d02baeeb04c,great_pyrenees,train
0566a60d7504a6fad4161d0ef2765a34,beagle,test
0569f1d79637070f70ca4a62ec510792,saluki,train
056b535b441278e83839984f1b1da0a6,scottish_deerhound,train
056c314f2a7d119447af259a07eb31df,vizsla,test
05719b998e57a11b863a322ecc7652a5,scottish_deerhound,test
0581b47e4c3890fb74a5485aa4d008f0,irish_terrier,validation
058d4bfce39c9f1157ca4c1b019bbf1a,scottish_deerhound,train
058ea5b467d08ed978658dc1ad85fb7d,maltese_dog,train
05934390044791b8fd2dd2ba9c0b4b36,appenzeller,validation
0593e37870ee77b0d34508e118bf6670,italian_greyhound,train
059513b85ae976a6f591f71bbaae49bf,eskimo_dog,train
059a86d50634c78d5a18f918cb0b3f0d,afghan_hound,train
05a05cf4c8d6a4f3f780a9112a11999b,german_shepherd,train
05a5e6f6b575688dc304ae72635db7b6,italian_greyhound,test
05a747c5853defa2420b976a9c0918a2,bluetick,train
05b5e17b96409ca6db51edaf28bd3bdc,west_highland_white_terrier,train
05bac66dfae763fb86ab6360bd3c6f5f,kerry_blue_terrier,train
05beb3230462b740e5c56230eb27a7a4,kerry_blue_terrier,test
05c128c8e3ef0c2739f181f9c5677f56,australian_terrier,train
05cab78114abb08afcda78ee70222edd,english_foxhound,test
05d6e6de49a6999e56de23c4608af441,saluki,train
05e25c8ec67962c2ef4dd7b0f6aa3918,african_hunting_dog,train
05e3dfffd0b0dca56e6b1d4686e1a6c2,west_highland_white_terrier,train
05e93a5604440b065143c81be16cd395,whippet,train
05f59d40acf74affda3c8940ba192f42,leonberg,train
05fbe54802ffb6d6256abb93381f5cf4,appenzeller,validation
060112a1a77217039de21f7d0963929d,dhole,train
060b163b5ad74c889c47b9f421825cdb,dingo,train
061592707868d5ced7ee050cb383072d,soft-coated_wheaten_terrier,train
061a378e68e8734682ea9c04a572e2ab,norwich_terrier,test
061e9891cd5e77345e3cff761c12db4d,norfolk_terrier,test
062131c6c38a1e485091c8c3329d9638,shih-tzu,train
06223770cd0968a5fa81b2898e65e34a,border_collie,test
06412667e714332186d0cf86375e98fb,border_terrier,test
06448bf4366760660b6a7611d93d7533,bernese_mountain_dog,test
064dff92e5654a8679f8971a027a4040,sealyham_terrier,train
065221667b1ed903e364b9063ee2195b,lakeland_terrier,train
06538c8ad646eb2ebbbbdda1c8174899,afghan_hound,test
0653d31ae648e2a6628ee3f440729361,basset,test
065452ccfffdc6b6f60183bd6c88ba89,lakeland_terrier,train
06557d54077c5265ecdcd7273c9c38ca,shih-tzu,validation
0672592809da7574a87ddcd0ba2f315d,standard_schnauzer,train
0672befac9ea0c8fe82c37b5a634d87c,welsh_springer_spaniel,train
068314c65cbe67fa4f57283f4f3a801c,standard_poodle,train
0685bcc6cdaa954771379d95d339baf6,pekinese,train
06ab2182c2a958a5f0de2035f39a0fa7,great_pyrenees,train
06ba5a21442ba19190bfe7bfa9def11c,groenendael,train
06bd6a364e68b886c085b9b8b8d2b818,flat-coated_retriever,train
06c47d61293f2bb51a94040bb4b20799,italian_greyhound,train
06c4dbc5b0ea3674bbc752c4ce76819a,irish_setter,train
06cceae049531cdb98fe67d912aa58a8,toy_poodle,train
06cd8e3fbfe72c34461814239e1deab8,keeshond,test
06ce71ab05143b1fe45ba8eeba2e97e4,pug,train
06d2d84b936225e6c853a0453cb9c878,redbone,train
06d80d6a7aba8bc48606a285bbad0697,boxer,validation
06e548623971fbdf8c80b0614f811f50,toy_poodle,train
06faa041b335551e3ccf3c239d006425,basenji,validation
06fe22a92fa8dc8f90e7a0f118acad6f,bernese_mountain_dog,test
0700d58c82bafe9c4edc81f902178e76,airedale,validation
07096719a671e1737b829bd1a88f1dbf,english_foxhound,train
0709abee3095717f43db409dd7ce769b,wire-haired_fox_terrier,test
070e8ff540cc8113939ae5dba4a24f80,chesapeake_bay_retriever,train
071652f5f5d0bf00983c075e96ad725f,japanese_spaniel,train
0718d39d59d9e3b134446440d69b2058,weimaraner,train
07192213791150248bfb5bbe6b0b0373,basset,train
0724948de3506f43cda65804efe79b9b,miniature_poodle,validation
072aa9d6100187288ef00316c8bcdd66,soft-coated_wheaten_terrier,validation
0734a945cc1ab35a9d2348db42075a99,bedlington_terrier,test
073b9a44c4761fa0792943b61b9c812c,toy_poodle,train
073bb2f975ee39406e692e33364762a3,bedlington_terrier,train
073f0821a0842917e6e97ab322bd63f2,basenji,train
0743bfe9525b7a6310a297b11b7e154a,doberman,train
07466e87275ed10056a9d2cbb4c733d8,leonberg,train
0755a940eac9a9b8cf0328b4be062096,boston_bull,validation
075a28044780636f48d8571f1d32f73d,bull_mastiff,train
0769e276e8b9b992a3fcd6a10deee6a7,bernese_mountain_dog,test
076d31a2f676671e4427cc485b9d2918,clumber,test
0773acd6874a703b966367d4d27cac71,kuvasz,train
07751d1687e0233ff638889d8b365709,whippet,train
0779e164a5bed1119e36e622107c6a77,pomeranian,train
079509ceab0968ce07cffa0df479f1b0,doberman,train
079a7ad36b46704c28d88c4aa183c28e,english_foxhound,train
079e17a742380d333950962f2c83ffd2,dingo,train
079f6255a19fdbaa75fb2a902bca894c,clumber,validation
07a0214fa84969b5256bf7d20f1b3a9b,siberian_husky,train
07a215abb3ff16fd19a5b832c8f3408b,chesapeake_bay_retriever,test
07a4fcb31d0c6259f5ec21a1f193bc39,irish_terrier,train
07b46335006fbbe0328aeb8213b874ce,curly-coated_retriever,train
07b5288a0bb8b9cf1a42d281a9451e51,irish_water_spaniel,train
07bbf36ce2c7407751219804b3d187ec,yorkshire_terrier,train
07c7389196b5dde668d740089f9ebc22,boxer,train
07d1dd1576b5e95f448c1213b6812c40,italian_greyhound,train
07d6e906eb95f24c53eb92ecc2d47783,pug,train
07d7cfbdbd3682cae50902b53c798028,boston_bull,train
07ddc3c2188164b1e72ae6615a24419a,airedale,train
07e103146c1f4513647ddb9614210320,cairn,train
07e12e8064b6b17a94608ba5fd78a72e,pembroke,train
07ebe25829d387cef30160285d50e232,labrador_retriever,test
07eeb2ef42c6b260684e8cb8e8c4ba70,tibetan_terrier,train
07f1b6214597af2f04a27c375a602a0c,otterhound,train
07f95d08b40f1402abdab79b1f834e4c,old_english_sheepdog,train
080073330bb8954505340cf18159fbb8,shetland_sheepdog,test
08098e0a4074f62169ab53f7efe40da2,pomeranian,train
080ebefee69f27243b185c113052963e,cardigan,train
080ec59213ed7425b7f8c169955bb9d0,japanese_spaniel,train
0811e959c0fa3b1c7af6be4f645a9464,papillon,test
08149eb72785553570f74a6effea8d7e,american_staffordshire_terrier,train
0815082cf02417e80f4df9dfba17aa13,wire-haired_fox_terrier,train
081ee1793b0e0027f8cccf9dc4513d53,miniature_pinscher,train
081f6b553afb94d1f192f08cc3ac5762,wire-haired_fox_terrier,train
0822709f6f6ea0be1928f52b8eecbc2f,cardigan,train
0825e8471e3c9a14dc341bdd8630f05e,golden_retriever,validation
083820e6dda52da4c0f200ac36f582dc,yorkshire_terrier,train
084c4f43ecc2630587de6c3e543525c3,shetland_sheepdog,test
084f941981c326f26ea77158fb449c57,pekinese,train
08571d6bb5ecf6c9b7a145dc24043088,dandie_dinmont,test
0857307dddb1b41288887ef2338af6df,collie,train
085b26edb3ee9688d41c4293aafe0162,irish_wolfhound,train
085faff5f472098801b371f077b2dc8b,basset,validation
0861355ea326a82de3aab420d4276e5b,whippet,train
08644ddaf5a3ca7f08fcab7561ec4eea,bernese_mountain_dog,train
086e8ca78ec3303a8f06df003ecb6612,chow,validation
08774c223487c1c880b447aae6a7e0b2,norwegian_elkhound,train
08782eb5ac167ca5f8feaccb519e9b4e,cairn,validation
087b211f15ad8095ba90c0be54c1c30d,great_dane,validation
087cd02ca089fc0f30841a6a89e3a619,american_staffordshire_terrier,train
08829c00da02dea80eb491122989492f,afghan_hound,train
0883e6cc994d9ba90592f400d502d838,bloodhound,train
088be435c5245f79c448812169a30cb5,italian_greyhound,train
088cdda83ef0920d130398f7724b391f,shih-tzu,train
0891ce3700686a8df5b4bd711be44ea9,kelpie,train
08946697b3e50e602d6bea765c8fb9f5,scottish_deerhound,train
0895dd35b3afa2a4f8a0b6f3ad98134a,sealyham_terrier,test
089bce55f74e34940b3782e11c1bd2b5,borzoi,train
089fd270df9e42e3f741452a4e437dc5,chihuahua,train
08af52c888b0f5735c3ced810771601d,blenheim_spaniel,train
08b49c79fafad70a23c770b1fcaa89ba,komondor,train
08e4013c0ddc710c57d1d188bf7c0cfe,blenheim_spaniel,train
08e5e75d29184a82a9dada752c9c4afb,chow,train
08e99ed86b0ce429fef52a8ca33e1551,eskimo_dog,train
08ea34bfdc88f5b1e0eef0b76d832c8e,cairn,train
08ea655aa168d87806340c336d07f1c9,dhole,validation
08ed3bf636ad906f5ddea9ebda22ff98,briard,train
09037f0995111a413fd8e976f3680f09,redbone,validation
091306dd0d110a677fe0de1ad066f160,sealyham_terrier,train
092220a7a8081144a7485efb6c087fe2,papillon,train
09288e5c39391b780412561163b10bf5,afghan_hound,validation
092c2cdbf133b201d7d56969bfbcc8f6,miniature_schnauzer,train
093a146e173a3fd9ea650b87f08d6222,samoyed,test
093fc67079701f48bd1d2e52a684ed9e,curly-coated_retriever,test
09438173067ccee8d4a1a45f2f8a8eb6,redbone,train
0943d1d4677ab876b52468096baaa2ce,english_foxhound,train
0944fbca92fad9a38af10b3d1943cb54,miniature_pinscher,train
09477e5059ebb15cad5f37fb3b9b1889,border_collie,validation
094b97e52d00895fbf6769724e1b0e7d,miniature_pinscher,train
0959e919604a931fc1ae379b7a75911a,irish_wolfhound,train
095d868f796f86c8258750365a04f2cd,japanese_spaniel,train
0964a2558fc9aa293a6a934d49f64968,silky_terrier,train
0964e161b379740955fa95d8d4c8697e,sussex_spaniel,train
0974b614b86b829821067bd0b1808b8c,ibizan_hound,train
097ef8eca8fc340249b0bbc2b745972c,blenheim_spaniel,train
098333d51970304787c7061f3e683c5b,great_pyrenees,train
09839ef1c5a5a5b3acb61c4093cab07f,bloodhound,train
098c50d7ba4f07d9aba8c6162aa70b50,shetland_sheepdog,train
098c722479a8288c57b545781d5c54bd,german_short-haired_pointer,train
098dc5e173d21c229e6ee565d7666b10,whippet,train
0990fe6be15d9d556eac8712db3c8094,basenji,train
09927a82d649607a7704ac6043cdfa9a,west_highland_white_terrier,train
0995f642fe4baab3cb3534725dfedb75,australian_terrier,train
0998eda08cdb14648e444c15f06658af,kuvasz,train
099b068027c41251d29f75a311cc5e5c,french_bulldog,validation
099db37801090ed56bbc95c13d3799b9,toy_poodle,test
09a1ea62ffa4b9389c03162bb0b0b572,saint_bernard,train
09a6fd935dd1a4dee29b97885cfa9318,miniature_poodle,train
09aec2a169942b17d88b4b5f1bba5886,bluetick,train
09beb7445a14486752bd25f69e952ebc,african_hunting_dog,train
09c62a1ff26b3e83a2d476c2add054b1,afghan_hound,train
09c986f317783fb5ae091b334e79ac5a,pomeranian,train
09d462e2ad4d8c51d1a8430577891d8a,irish_terrier,test
09d497888fd1e6745f67a78269139620,malamute,train
09d5ac8026b8a7f7d1acae244765fe24,airedale,validation
09d7cc03f9e9730bda53b4a590351838,papillon,train
09ea184490e5da33eb3d851ee6361941,redbone,test
09fc0a4acd13c78c02cdb251f193231d,walker_hound,test
0a001d75def0b4352ebde8d07c0850ae,komondor,validation
0a077ea0c8fa54d95f75e690b2c8196b,otterhound,train
0a0c223352985ec154fd604d7ddceabd,kuvasz,validation
0a135c5ee55edf4bd9631d4e15264788,komondor,validation
0a13f9596e03a9f87c96aaff6e057048,redbone,test
0a1b0b7df2918d543347050ad8b16051,newfoundland,test
0a1f8334a9f583cac009dc033c681e47,kerry_blue_terrier,train
0a27d304c96918d440e79e6e9e245c3f,west_highland_white_terrier,test
0a3f1898556115d6d0931294876cd1d9,lhasa,train
0a409042dd36b2c8293c67d4d4ea9ef9,sealyham_terrier,train
0a4116a80e753f7b0adf4149f551a3a7,kelpie,train
0a438069d5a8a8a079ac131d74c3a366,dingo,train
0a4f1e17d720cdff35814651402b7cf4,afghan_hound,test
0a541df84dd3febb076e2c33a23cd230,bloodhound,train
0a5958a7f6836cbe349a4cedfe7178a6,basset,train
0a5f744c5077ad8f8d580081ba599ff5,redbone,train
0a65ba3ab9b29c66e15cec76f34eca6f,mexican_hairless,train
0a6706f7864eb8871913f0e4ba07a61e,samoyed,train
0a688b0783f472c84bbfe1c56efea1c6,mexican_hairless,train
0a6c192b96e55e2ca37318919b1ffae6,collie,train
0a70f64352edfef4c82c22015f0e3a20,west_highland_white_terrier,train
0a77b9015c37f39c92b5399dc29da97c,irish_terrier,train
0a77d498ff491945347bb895d8ae4008,samoyed,test
0a783538d5f3aaf017b435ddf14cc5c2,french_bulldog,train
0a7899ed6a15f4af8f28e01c9c44dcfe,miniature_poodle,train
0a7f8d31c960071d0d4cfba36c0159c7,brittany_spaniel,train
0a86c8b48bddb0155645f3a27f48292f,bouvier_des_flandres,train
0a896d2b3af617df543787b571e439d8,leonberg,train
0a8b6985bbe58a58909b5ef0a7d5a1aa,tibetan_mastiff,validation
0a9322a30aff755dac328022266e3740,australian_terrier,train
0a96f376d746b191fcc6e4812a603f7f,dandie_dinmont,validation
0a9832b18d360f50f5b3b2ab4c540ddc,collie,train
0a9f8c6ceadfff61072a565311777655,cardigan,train
0a9f8f6543d0b33fe9474035dd5323ef,briard,train
0aa31d6ecdb95ac7d3b7fa42b86bd91b,old_english_sheepdog,train
0ab12906ac3a87b531c574a15e79c58a,curly-coated_retriever,train
0ab8d4c80ae4e6bbeacd66fb7e52b851,pomeranian,train
